Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,MonthName,Day,WeekOfYear,IsWeekend,SalesPerCustomer,PromoStatus,HolidayStatus,CompetitionGroup
527,4,2015-05-21,11298,990,1,1.0,0,0.0,Type D,Extended,5830.0,4.0,2008.0,0,0.0,0.0,None,2015,5,May,21,21,0,11.412121212121212,Promo,Non-Holiday,Moderate
88,5,2015-07-31,7863,776,1,1.0,0,1.0,Type A,Basic,10690.0,10.0,2005.0,0,0.0,0.0,None,2015,7,July,31,31,0,10.132731958762887,Promo,Non-Holiday,Far
760,3,2015-01-21,6032,1000,1,0.0,0.0,0.0,Type A,Basic,560.0,1.0,2011.0,0,0.0,0.0,None,2015,1,January,21,4,0,6.032,No Promo,Holiday,Very Near
310,1,2015-05-11,7655,722,1,0.0,0,0.0,Type A,Extended,2290.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,5,May,11,20,0,10.602493074792244,No Promo,Non-Holiday,Near
294,5,2015-06-19,5383,721,1,1.0,0,0.0,Type A,Basic,3150.0,5.0,2005.0,0,0.0,0.0,None,2015,6,June,19,25,0,7.466019417475728,Promo,Non-Holiday,Near
887,4,2015-04-09,5492,536,1,0.0,0,1.0,Type D,Basic,19700.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,4,April,9,15,0,10.246268656716419,No Promo,Non-Holiday,Far
545,3,2015-06-03,15908,1328,1,1.0,0,0.0,Type A,Extended,5020.0,5.0,2006.0,1,18.0,2014.0,"Feb,May,Aug,Nov",2015,6,June,3,23,0,11.978915662650602,Promo,Non-Holiday,Moderate
840,1,2015-07-20,6767,1081,1,0.0,0,0.0,Type A,Basic,1070.0,9.0,2009.0,0,0.0,0.0,None,2015,7,July,20,30,0,6.259944495837188,No Promo,Non-Holiday,Near
538,1,2015-07-27,4981,642,1,1.0,0,1.0,Type A,Basic,990.0,2.0,2010.0,0,0.0,0.0,None,2015,7,July,27,31,0,7.758566978193146,Promo,Non-Holiday,Very Near
791,2,2015-07-28,10419,961,1,1.0,0,1.0,Type A,Basic,5950.0,4.0,2007.0,0,0.0,0.0,None,2015,7,July,28,31,0,10.841831425598334,Promo,Non-Holiday,Moderate
659,6,2015-02-14,3785,453,1,0.0,0,0.0,Type D,Basic,1590.0,3.0,2012.0,0,0.0,0.0,None,2015,2,February,14,7,1,8.35540838852097,No Promo,Non-Holiday,Near
673,1,2015-06-15,11219,788,1,1.0,0,0.0,Type D,Extended,15170.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,6,June,15,25,0,14.23730964467005,Promo,Non-Holiday,Far
60,6,2015-04-25,5070,408,1,0.0,0,0.0,Type D,Extended,5540.0,10.0,2009.0,0,0.0,0.0,None,2015,4,April,25,17,1,12.426470588235293,No Promo,Non-Holiday,Moderate
283,4,2015-04-02,8189,758,1,1.0,0,1.0,Type A,Basic,2260.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,4,April,2,14,0,10.803430079155673,Promo,Non-Holiday,Near
276,2,2015-01-13,4732,592,1,1.0,0.0,0.0,Type A,Basic,2960.0,10.0,2014.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,January,13,3,0,7.993243243243243,Promo,Holiday,Near
13,2,2015-03-31,6939,433,1,1.0,0,1.0,Type D,Basic,310.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,3,March,31,14,0,16.02540415704388,Promo,Non-Holiday,Very Near
735,5,2015-01-23,4647,499,1,0.0,0.0,0.0,Type D,Extended,1920.0,4.0,2005.0,0,0.0,0.0,None,2015,1,January,23,4,0,9.312625250501002,No Promo,Holiday,Near
667,5,2015-06-05,8602,762,1,1.0,0,0.0,Type D,Extended,2870.0,9.0,2012.0,0,0.0,0.0,None,2015,6,June,5,23,0,11.288713910761155,Promo,Non-Holiday,Near
216,2,2015-07-28,7914,888,1,1.0,0,1.0,Type C,Basic,190.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,7,July,28,31,0,8.912162162162161,Promo,Non-Holiday,Very Near
582,1,2015-03-23,6451,850,1,0.0,0,0.0,Type A,Basic,120.0,0.0,0.0,0,0.0,0.0,None,2015,3,March,23,13,0,7.589411764705883,No Promo,Non-Holiday,Very Near
508,6,2015-03-28,6423,569,1,0.0,0,0.0,Type A,Extended,1280.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,3,March,28,13,1,11.288224956063269,No Promo,Non-Holiday,Near
33,6,2015-03-21,6984,735,1,0.0,0,0.0,Type A,Extended,1320.0,5.0,2013.0,0,0.0,0.0,None,2015,3,March,21,12,1,9.50204081632653,No Promo,Non-Holiday,Near
486,4,2015-01-15,4477,528,1,1.0,0.0,0.0,Type A,Basic,2320.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,January,15,3,0,8.479166666666666,Promo,Holiday,Near
411,6,2015-02-14,8830,747,1,0.0,0,0.0,Type D,Extended,8460.0,0.0,0.0,0,0.0,0.0,None,2015,2,February,14,7,1,11.82061579651941,No Promo,Non-Holiday,Moderate
594,1,2015-07-06,4311,511,1,0.0,0,0.0,Type A,Basic,1790.0,10.0,2011.0,0,0.0,0.0,None,2015,7,July,6,28,0,8.436399217221135,No Promo,Non-Holiday,Near
21,3,2015-03-18,6217,547,1,1.0,0,0.0,Type C,Extended,550.0,10.0,1999.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",2015,3,March,18,12,0,11.36563071297989,Promo,Non-Holiday,Very Near
1090,1,2015-03-23,5617,820,1,0.0,0,0.0,Type A,Basic,330.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,3,March,23,13,0,6.85,No Promo,Non-Holiday,Very Near
536,3,2015-03-25,5035,581,1,0.0,0,0.0,Type A,Extended,4700.0,9.0,2002.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,3,March,25,13,0,8.666092943201377,No Promo,Non-Holiday,Near
55,5,2015-07-17,4736,596,1,1.0,0,1.0,Type A,Basic,720.0,11.0,2004.0,0,0.0,0.0,None,2015,7,July,17,29,0,7.946308724832215,Promo,Non-Holiday,Very Near
310,3,2015-05-20,10379,803,1,1.0,0,0.0,Type A,Extended,2290.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,5,May,20,21,0,12.925280199252802,Promo,Non-Holiday,Near
156,2,2015-05-05,9001,834,1,1.0,0,0.0,Type A,Basic,2020.0,2.0,2011.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",2015,5,May,5,19,0,10.792565947242206,Promo,Non-Holiday,Near
589,3,2015-03-25,4123,475,1,0.0,0,0.0,Type A,Extended,360.0,0.0,0.0,1,18.0,2013.0,"Feb,May,Aug,Nov",2015,3,March,25,13,0,8.68,No Promo,Non-Holiday,Very Near
918,2,2015-07-21,4388,468,1,0.0,0,1.0,Type A,Extended,18710.0,4.0,2015.0,0,0.0,0.0,None,2015,7,July,21,30,0,9.376068376068377,No Promo,Non-Holiday,Far
860,2,2015-07-07,5264,717,1,0.0,0,0.0,Type C,Extended,5980.0,2.0,2010.0,0,0.0,0.0,None,2015,7,July,7,28,0,7.341701534170153,No Promo,Non-Holiday,Moderate
1080,4,2015-04-30,13305,1014,1,1.0,0,0.0,Type A,Basic,2410.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,4,April,30,18,0,13.121301775147929,Promo,Non-Holiday,Near
1004,1,2015-03-23,4465,416,1,0.0,0,0.0,Type D,Extended,970.0,0.0,0.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2015,3,March,23,13,0,10.733173076923077,No Promo,Non-Holiday,Very Near
668,4,2015-07-09,7722,1048,1,0.0,0,0.0,Type C,Basic,1270.0,9.0,2010.0,0,0.0,0.0,None,2015,7,July,9,28,0,7.3683206106870225,No Promo,Non-Holiday,Near
402,3,2015-05-13,5324,613,1,0.0,0,0.0,Type C,Extended,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,5,May,13,20,0,8.68515497553018,No Promo,Non-Holiday,Moderate
411,2,2015-03-24,6150,539,1,0.0,0,0.0,Type D,Extended,8460.0,0.0,0.0,0,0.0,0.0,None,2015,3,March,24,13,0,11.410018552875696,No Promo,Non-Holiday,Moderate
322,5,2015-06-12,4019,475,1,0.0,0,0.0,Type A,Basic,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,June,12,24,0,8.461052631578948,No Promo,Non-Holiday,Far
754,6,2015-01-24,5050,655,1,0.0,0.0,0.0,Type C,Extended,380.0,5.0,2008.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,1,January,24,4,1,7.709923664122138,No Promo,Holiday,Very Near
994,4,2015-01-15,4949,454,1,1.0,0.0,0.0,Type A,Basic,2290.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,1,January,15,3,0,10.900881057268723,Promo,Holiday,Near
379,6,2015-07-18,3477,376,1,0.0,0,0.0,Type D,Basic,6630.0,0.0,0.0,0,0.0,0.0,None,2015,7,July,18,29,1,9.247340425531915,No Promo,Non-Holiday,Moderate
279,2,2015-05-12,6537,563,1,0.0,0,0.0,Type D,Extended,2320.0,0.0,0.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2015,5,May,12,20,0,11.61101243339254,No Promo,Non-Holiday,Near
790,1,2015-03-16,8930,772,1,1.0,0,0.0,Type D,Extended,9070.0,12.0,2003.0,0,0.0,0.0,None,2015,3,March,16,12,0,11.567357512953368,Promo,Non-Holiday,Moderate
1104,2,2015-06-02,5816,427,1,1.0,0,1.0,Type D,Basic,260.0,2.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,June,2,23,0,13.620608899297423,Promo,Non-Holiday,Very Near
491,2,2015-05-12,5661,469,1,0.0,0,0.0,Type D,Extended,4680.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,5,May,12,20,0,12.070362473347547,No Promo,Non-Holiday,Near
391,6,2015-02-21,2475,319,1,0.0,0,0.0,Type A,Basic,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,2,February,21,8,1,7.758620689655173,No Promo,Non-Holiday,Very Near
858,4,2015-03-12,4630,414,1,0.0,0,0.0,Type A,Basic,3370.0,12.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,March,12,11,0,11.183574879227054,No Promo,Non-Holiday,Near
902,3,2015-07-29,4842,550,1,1.0,0,0.0,Type A,Basic,310.0,5.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,July,29,31,0,8.803636363636363,Promo,Non-Holiday,Very Near
783,2,2015-04-07,6327,694,1,0.0,0,1.0,Type D,Extended,15490.0,0.0,0.0,0,0.0,0.0,None,2015,4,April,7,15,0,9.11671469740634,No Promo,Non-Holiday,Far
1018,5,2015-04-17,11417,1355,1,1.0,0,0.0,Type C,Extended,140.0,9.0,2012.0,0,0.0,0.0,None,2015,4,April,17,16,0,8.425830258302582,Promo,Non-Holiday,Very Near
1049,3,2015-05-27,3688,544,1,0.0,0,1.0,Type A,Basic,370.0,7.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,May,27,22,0,6.779411764705882,No Promo,Non-Holiday,Very Near
254,1,2015-04-27,3991,292,1,1.0,0,0.0,Type D,Basic,330.0,3.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",2015,4,April,27,18,0,13.667808219178083,Promo,Non-Holiday,Very Near
218,6,2015-06-20,2194,282,1,0.0,0,0.0,Type A,Extended,640.0,0.0,0.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2015,6,June,20,25,1,7.780141843971631,No Promo,Non-Holiday,Very Near
502,6,2015-02-28,11281,1492,1,0.0,0,0.0,Type A,Basic,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,2,February,28,9,1,7.560991957104558,No Promo,Non-Holiday,Very Near
759,6,2015-06-06,5633,646,1,0.0,0,0.0,Type A,Basic,110.0,11.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,6,June,6,23,1,8.719814241486068,No Promo,Non-Holiday,Very Near
804,2,2015-05-12,3446,337,1,0.0,0,0.0,Type C,Extended,2100.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,5,May,12,20,0,10.225519287833828,No Promo,Non-Holiday,Near
548,1,2015-06-01,8539,518,1,1.0,0,0.0,Type D,Extended,3760.0,2.0,2009.0,0,0.0,0.0,None,2015,6,June,1,23,0,16.484555984555985,Promo,Non-Holiday,Near
322,4,2015-02-05,6198,683,1,1.0,0,1.0,Type A,Basic,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,2,February,5,6,0,9.074670571010248,Promo,Non-Holiday,Far
107,5,2015-01-23,6527,935,1,0.0,0.0,0.0,Type A,Basic,1930.0,9.0,2009.0,0,0.0,0.0,None,2015,1,January,23,4,0,6.980748663101604,No Promo,Holiday,Near
400,5,2015-01-23,6589,984,1,0.0,0.0,0.0,Type A,Basic,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,January,23,4,0,6.696138211382114,No Promo,Holiday,Very Near
1006,3,2015-03-25,4083,634,1,0.0,0,0.0,Type C,Extended,3890.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,3,March,25,13,0,6.44006309148265,No Promo,Non-Holiday,Near
1033,5,2015-01-23,11363,1266,1,0.0,0.0,0.0,Type A,Basic,7680.0,3.0,2006.0,0,0.0,0.0,None,2015,1,January,23,4,0,8.975513428120063,No Promo,Holiday,Moderate
861,6,2015-01-24,2329,336,1,0.0,0.0,0.0,Type C,Extended,740.0,0.0,0.0,1,14.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,January,24,4,1,6.931547619047619,No Promo,Holiday,Very Near
732,6,2015-04-25,4950,544,1,0.0,0,0.0,Type A,Extended,35280.0,0.0,0.0,0,0.0,0.0,None,2015,4,April,25,17,1,9.099264705882353,No Promo,Non-Holiday,
180,2,2015-04-07,7255,882,1,0.0,0,0.0,Type D,Basic,5800.0,9.0,2010.0,0,0.0,0.0,None,2015,4,April,7,15,0,8.22562358276644,No Promo,Non-Holiday,Moderate
665,5,2015-06-26,7305,1187,1,0.0,0,0.0,Type A,Basic,90.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,June,26,26,0,6.154170176916597,No Promo,Non-Holiday,Very Near
764,3,2015-03-18,4075,458,1,1.0,0,0.0,Type A,Extended,26490.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,3,March,18,12,0,8.897379912663755,Promo,Non-Holiday,
133,2,2015-01-20,4329,577,1,0.0,0.0,0.0,Type A,Basic,270.0,8.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,1,January,20,4,0,7.50259965337955,No Promo,Holiday,Very Near
256,1,2015-02-23,5747,859,1,0.0,0,0.0,Type A,Extended,80.0,9.0,2005.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,2,February,23,9,0,6.690337601862631,No Promo,Non-Holiday,Very Near
873,1,2015-01-12,5396,594,1,1.0,0.0,0.0,Type A,Basic,2040.0,11.0,2008.0,0,0.0,0.0,None,2015,1,January,12,3,0,9.084175084175085,Promo,Holiday,Near
529,1,2015-02-23,6277,661,1,0.0,0,0.0,Type D,Extended,12920.0,9.0,2012.0,0,0.0,0.0,None,2015,2,February,23,9,0,9.496217851739788,No Promo,Non-Holiday,Far
576,1,2015-03-09,8204,1252,1,0.0,0,0.0,Type C,Basic,50.0,11.0,2006.0,0,0.0,0.0,None,2015,3,March,9,11,0,6.552715654952077,No Promo,Non-Holiday,Very Near
812,2,2015-01-13,7919,905,1,1.0,0.0,0.0,Type D,Basic,2590.0,9.0,2012.0,0,0.0,0.0,None,2015,1,January,13,3,0,8.750276243093923,Promo,Holiday,Near
4,1,2015-04-20,8537,1261,1,0.0,0,0.0,Type C,Extended,620.0,9.0,2009.0,0,0.0,0.0,None,2015,4,April,20,17,0,6.770023790642347,No Promo,Non-Holiday,Very Near
13,6,2015-03-07,4773,398,1,0.0,0,0.0,Type D,Basic,310.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,3,March,7,10,1,11.992462311557789,No Promo,Non-Holiday,Very Near
785,6,2015-02-07,8132,756,1,0.0,0,0.0,Type D,Extended,970.0,7.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,2,February,7,6,1,10.756613756613756,No Promo,Non-Holiday,Very Near
1058,4,2015-02-19,8689,781,1,1.0,0,0.0,Type A,Extended,180.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2015,2,February,19,8,0,11.125480153649168,Promo,Non-Holiday,Very Near
200,1,2015-02-16,4007,458,1,1.0,0,0.0,Type A,Basic,1650.0,10.0,2000.0,0,0.0,0.0,None,2015,2,February,16,8,0,8.748908296943231,Promo,Non-Holiday,Near
225,4,2015-04-23,4283,511,1,0.0,0,0.0,Type D,Basic,10180.0,5.0,2015.0,0,0.0,0.0,None,2015,4,April,23,17,0,8.38160469667319,No Promo,Non-Holiday,Far
659,5,2015-05-08,5638,700,1,1.0,0,0.0,Type D,Basic,1590.0,3.0,2012.0,0,0.0,0.0,None,2015,5,May,8,19,0,8.054285714285715,Promo,Non-Holiday,Near
341,2,2015-03-10,4798,727,1,0.0,0,0.0,Type A,Basic,190.0,9.0,2011.0,0,0.0,0.0,None,2015,3,March,10,11,0,6.599724896836314,No Promo,Non-Holiday,Very Near
134,6,2015-02-21,2682,292,1,0.0,0,0.0,Type A,Basic,1200.0,9.0,2008.0,0,0.0,0.0,None,2015,2,February,21,8,1,9.184931506849315,No Promo,Non-Holiday,Near
313,1,2015-07-27,11730,893,1,1.0,0,1.0,Type D,Extended,14160.0,0.0,0.0,0,0.0,0.0,None,2015,7,July,27,31,0,13.135498320268757,Promo,Non-Holiday,Far
950,5,2015-01-16,5879,585,1,1.0,0.0,0.0,Type A,Basic,8460.0,11.0,1994.0,0,0.0,0.0,None,2015,1,January,16,3,0,10.04957264957265,Promo,Holiday,Moderate
570,6,2015-07-04,2544,396,1,0.0,0,0.0,Type A,Basic,180.0,11.0,2006.0,0,0.0,0.0,None,2015,7,July,4,27,1,6.424242424242424,No Promo,Non-Holiday,Very Near
590,6,2015-06-27,5991,473,1,0.0,0,0.0,Type D,Extended,4520.0,9.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,June,27,26,1,12.665961945031713,No Promo,Non-Holiday,Near
86,2,2015-07-14,5585,678,1,1.0,0,1.0,Type A,Basic,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,7,July,14,29,0,8.237463126843657,Promo,Non-Holiday,Very Near
1013,5,2015-05-15,3623,438,1,0.0,0,0.0,Type A,Basic,630.0,2.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,5,May,15,20,0,8.271689497716896,No Promo,Non-Holiday,Very Near
1068,4,2015-04-16,4441,297,1,1.0,0,0.0,Type D,Extended,5010.0,0.0,0.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct",2015,4,April,16,16,0,14.952861952861953,Promo,Non-Holiday,Moderate
181,4,2015-03-12,5118,603,1,0.0,0,0.0,Type A,Basic,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,3,March,12,11,0,8.487562189054726,No Promo,Non-Holiday,Far
98,6,2015-01-17,5046,485,1,0.0,0.0,0.0,Type D,Extended,15140.0,12.0,2006.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,1,January,17,3,1,10.404123711340207,No Promo,Holiday,Far
682,1,2015-07-13,16565,2278,1,1.0,0,0.0,Type B,Basic,150.0,9.0,2006.0,0,0.0,0.0,None,2015,7,July,13,29,0,7.271729587357331,Promo,Non-Holiday,Very Near
401,2,2015-04-28,8636,690,1,1.0,0,0.0,Type A,Extended,9200.0,10.0,2009.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",2015,4,April,28,18,0,12.515942028985508,Promo,Non-Holiday,Moderate
995,4,2015-06-25,7455,672,1,0.0,0,0.0,Type D,Basic,6560.0,12.0,2013.0,0,0.0,0.0,None,2015,6,June,25,26,0,11.09375,No Promo,Non-Holiday,Moderate
1098,1,2015-07-20,5631,744,1,0.0,0,1.0,Type A,Basic,1830.0,11.0,2004.0,0,0.0,0.0,None,2015,7,July,20,30,0,7.568548387096774,No Promo,Non-Holiday,Near
976,6,2015-01-24,3270,359,1,0.0,0.0,0.0,Type A,Basic,4180.0,0.0,0.0,0,0.0,0.0,None,2015,1,January,24,4,1,9.108635097493035,No Promo,Holiday,Near
632,2,2015-02-17,7864,972,1,1.0,0,0.0,Type A,Basic,3350.0,2.0,2010.0,0,0.0,0.0,None,2015,2,February,17,8,0,8.090534979423868,Promo,Non-Holiday,Near
1094,2,2015-06-23,3468,318,1,0.0,0,0.0,Type D,Basic,2380.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,June,23,26,0,10.90566037735849,No Promo,Non-Holiday,Near
344,2,2015-07-14,12656,1483,1,1.0,0,0.0,Type A,Extended,300.0,4.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,July,14,29,0,8.534052596089008,Promo,Non-Holiday,Very Near
788,5,2015-03-06,18417,1750,1,1.0,0,0.0,Type A,Extended,1530.0,3.0,2013.0,0,0.0,0.0,None,2015,3,March,6,10,0,10.524,Promo,Non-Holiday,Near
510,5,2015-03-06,8926,902,1,1.0,0,0.0,Type A,Extended,8260.0,0.0,0.0,0,0.0,0.0,None,2015,3,March,6,10,0,9.89578713968958,Promo,Non-Holiday,Moderate
209,7,2015-03-29,1546,131,1,0.0,0,0.0,Type A,Extended,11680.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,3,March,29,13,1,11.801526717557252,No Promo,Non-Holiday,Far
691,6,2015-05-02,10329,789,1,0.0,0,0.0,Type D,Extended,3030.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,5,May,2,18,1,13.091254752851711,No Promo,Non-Holiday,Near
181,3,2015-04-29,7446,730,1,1.0,0,0.0,Type A,Basic,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,4,April,29,18,0,10.2,Promo,Non-Holiday,Far
1067,6,2015-05-30,6365,500,1,0.0,0,0.0,Type D,Extended,12020.0,7.0,2009.0,0,0.0,0.0,None,2015,5,May,30,22,1,12.73,No Promo,Non-Holiday,Far
97,4,2015-02-05,7297,743,1,1.0,0,0.0,Type D,Extended,8980.0,0.0,0.0,0,0.0,0.0,None,2015,2,February,5,6,0,9.820995962314939,Promo,Non-Holiday,Moderate
647,3,2015-02-04,6218,688,1,1.0,0.0,0.0,Type A,Extended,7420.0,4.0,2013.0,0,0.0,0.0,None,2015,2,February,4,6,0,9.037790697674419,Promo,Holiday,Moderate
1100,6,2015-02-14,3297,456,1,0.0,0,0.0,Type A,Basic,540.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,2,February,14,7,1,7.230263157894737,No Promo,Non-Holiday,Very Near
119,4,2015-07-23,4794,562,1,0.0,0,1.0,Type A,Extended,2100.0,2.0,2010.0,0,0.0,0.0,None,2015,7,July,23,30,0,8.530249110320284,No Promo,Non-Holiday,Near
678,2,2015-02-10,6030,742,1,0.0,0,0.0,Type C,Basic,3250.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,2,February,10,7,0,8.126684636118599,No Promo,Non-Holiday,Near
352,6,2015-07-18,6497,623,1,0.0,0,0.0,Type D,Extended,6360.0,0.0,0.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec",2015,7,July,18,29,1,10.428571428571429,No Promo,Non-Holiday,Moderate
129,2,2015-06-30,14184,1469,1,1.0,0,0.0,Type A,Basic,2460.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,June,30,27,0,9.655547991831178,Promo,Non-Holiday,Near
731,4,2015-04-02,11919,1128,1,1.0,0,1.0,Type A,Basic,15270.0,0.0,0.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015,4,April,2,14,0,10.566489361702128,Promo,Non-Holiday,Far
190,3,2015-03-25,6637,636,1,0.0,0,0.0,Type A,Basic,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,March,25,13,0,10.435534591194969,No Promo,Non-Holiday,Near
459,6,2015-05-23,6041,741,1,0.0,0,0.0,Type A,Basic,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,5,May,23,21,1,8.152496626180836,No Promo,Non-Holiday,Very Near
418,4,2015-02-05,5449,561,1,1.0,0.0,0.0,Type A,Basic,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov",2015,2,February,5,6,0,9.71301247771836,Promo,Holiday,Near
762,4,2015-03-19,4330,416,1,1.0,0,0.0,Type D,Extended,1280.0,0.0,0.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2015,3,March,19,12,0,10.408653846153847,Promo,Non-Holiday,Near
395,2,2015-07-21,3015,432,1,0.0,0,1.0,Type A,Basic,3620.0,2.0,2013.0,0,0.0,0.0,None,2015,7,July,21,30,0,6.979166666666667,No Promo,Non-Holiday,Near
569,3,2015-02-04,4226,628,1,1.0,0.0,1.0,Type A,Basic,1340.0,9.0,2006.0,0,0.0,0.0,None,2015,2,February,4,6,0,6.729299363057325,Promo,Holiday,Near
916,5,2015-01-16,5548,732,1,1.0,0.0,0.0,Type A,Basic,90.0,11.0,2012.0,0,0.0,0.0,None,2015,1,January,16,3,0,7.579234972677596,Promo,Holiday,Very Near
960,2,2015-04-07,5792,538,1,0.0,0,1.0,Type D,Basic,8990.0,0.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,4,April,7,15,0,10.765799256505575,No Promo,Non-Holiday,Moderate
15,1,2015-05-18,8643,800,1,1.0,0,0.0,Type D,Extended,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,May,18,21,0,10.80375,Promo,Non-Holiday,Near
924,4,2015-07-30,5276,441,1,1.0,0,1.0,Type A,Basic,6420.0,4.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,July,30,31,0,11.963718820861677,Promo,Non-Holiday,Moderate
42,3,2015-03-25,9127,1059,1,0.0,0,0.0,Type A,Extended,290.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,3,March,25,13,0,8.618508026440038,No Promo,Non-Holiday,Very Near
976,3,2015-05-06,7651,753,1,1.0,0,0.0,Type A,Basic,4180.0,0.0,0.0,0,0.0,0.0,None,2015,5,May,6,19,0,10.160690571049138,Promo,Non-Holiday,Near
883,6,2015-03-21,2473,285,1,0.0,0,0.0,Type A,Basic,3200.0,6.0,2005.0,0,0.0,0.0,None,2015,3,March,21,12,1,8.677192982456141,No Promo,Non-Holiday,Near
